time (s)	coil I (A)	last det (V)	int current (uC)
406734.966198	2.576441	53.613281	-304.199219
406734.968202	3.267766	53.613281	-304.199219
406734.970200	3.267530	53.613281	-304.199219
406734.972200	3.267384	35.941227	0.276364
406736.016255	3.266834	252.441406	-26.757812
406736.018259	3.266998	252.441406	-26.757812
406736.020261	3.266600	252.441406	-26.757812
406736.022263	3.266666	35.933331	0.247976
406737.067218	3.267158	64.355469	-286.718750
406737.069219	3.266984	64.355469	-286.718750
406737.071220	3.267001	35.937008	0.261456
406738.084235	3.267329	253.125000	-21.386719
406738.086236	3.267226	253.125000	-21.386719
406738.088237	3.267251	35.939762	0.268808
406739.193191	3.265717	63.867187	-299.804687
406739.195193	3.267655	63.867187	-299.804687
406739.197193	3.267543	63.867187	-299.804687
406739.199194	3.267304	35.940342	0.190727
406740.179262	3.267421	233.300781	-11.425781
406740.181264	3.267109	233.300781	-11.425781
406740.183263	3.267055	35.937603	0.246848
406741.257309	3.264326	62.695312	-268.652344
406741.259309	3.267038	62.695312	-268.652344
406741.261310	3.266998	62.695312	-268.652344
406741.263312	3.266894	35.935837	0.222677
406742.275319	3.267348	229.882812	-10.839844
406742.277320	3.267305	229.882812	-10.839844
406742.279320	3.267137	35.938507	0.264151
406743.323294	3.266925	51.855469	-259.667969
406743.325296	3.267208	51.855469	-259.667969
406743.327297	3.266871	51.855469	-259.667969
406743.329296	3.266900	35.935902	0.354696
406744.371325	3.266455	231.445312	-14.257812
406744.373329	3.267272	231.445312	-14.257812
406744.375330	3.266814	231.445312	-14.257812
406744.377329	3.266805	35.934853	0.258597
406745.387420	3.267081	49.609375	-290.722656
406745.389420	3.267766	49.609375	-290.722656
406745.391419	3.267404	49.609375	-290.722656
406745.393419	3.267332	35.940651	0.293145
406746.469486	3.267019	229.296875	-19.921875
406746.471487	3.267103	229.296875	-19.921875
406746.473487	3.267021	35.937229	0.661016
406747.485508	3.267357	55.078125	-311.132812
406747.487512	3.267195	55.078125	-311.132812
406747.489513	3.267042	35.937462	0.271859
406748.533531	3.267320	235.839844	-22.558594
406748.535533	3.267529	235.839844	-22.558594
406748.537533	3.267130	235.839844	-22.558594
406748.539532	3.267076	35.937832	0.453307
